time_window,service_key,analysis_group,EventId,EventTemplate,Level,occurrence_count,unique_reporter_count,first_log_time,last_log_time,representative_content
2022-07-11 14:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_3,dd845522,"Left ticket info is empty, seat from date: <*> <*> <*> 08:00:00 CST 2022, train number: <*>",ERROR,1,1,2022-07-11 14:55:29.263000+00:00,2022-07-11 14:55:29.263000+00:00,"Left ticket info is empty, seat from date: Sat Dec 24 08:00:00 CST 2022, train number: D1345"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,46c6d92e,Span reported: <*> - <*>,INFO,94,45,2022-07-11 14:59:05.457000+00:00,2022-07-11 14:59:13.069000+00:00,Span reported: 28709bd3c3912067:dc02706a9737254b:dfcc4ccee83824bf:1 - GET
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,fe5d89ba,"Get Order tickets result is : <*> <*> <*> <*> <*> X-Content-Type-Options=[nosniff], X-XSS-Protection=[1; mode=block], Cache-Control=[no-cache, no-store, max-age=0, must-revalidate], Pragma=[no-cache], Expires=[0], X-Frame-Options=[DENY], Content-Type=[application/json;charset=UTF-8], Transfer-Encoding=[chunked], <*> <*> <*> 2022 <*> GMT]}>",INFO,2,2,2022-07-11 14:59:10.559000+00:00,2022-07-11 14:59:12.557000+00:00,"Get Order tickets result is : <200,Response(status=0, msg=Order is Null., data=null),{X-Application-Context=[ts-order-service:12031], X-Content-Type-Options=[nosniff], X-XSS-Protection=[1; mode=block], Cache-Control=[no-cache, no-store, max-age=0, must-revalidate], Pragma=[no-cache], Expires=[0], X-Frame-Options=[DENY], Content-Type=[application/json;charset=UTF-8], Transfer-Encoding=[chunked], Date=[Mon, 11 Jul 2022 14:59:10 GMT]}>"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,0650e38c,startingPlaceId : <*> : <*>,INFO,1,1,2022-07-11 14:59:09.156000+00:00,2022-07-11 14:59:09.156000+00:00,startingPlaceId : shanghaiendPlaceId : suzhou
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,6b66b393,indexStart : <*> __ indexEnd : <*>,INFO,1,1,2022-07-11 14:59:09.156000+00:00,2022-07-11 14:59:09.156000+00:00,indexStart : 0 __ indexEnd : 1
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_10,82c67fe3,"Get Rest tickets num is: Response(status=1, msg=Get Left Ticket of Internal Success, <*>",INFO,2,1,2022-07-11 14:59:11.079000+00:00,2022-07-11 14:59:12.960000+00:00,"Get Rest tickets num is: Response(status=1, msg=Get Left Ticket of Internal Success, data=1073741823)"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_10,c27bdbe3,"<*> <*> The result of getTrainTypeResult is Response(status=1, msg=Success, <*> economyClass=2147483647, confortClass=2147483647, <*>",INFO,2,2,2022-07-11 14:59:10.963000+00:00,2022-07-11 14:59:12.776000+00:00,"[SeatService getLeftTicketOfInterval] The result of getTrainTypeResult is Response(status=1, msg=Success, data=TrainType(id=DongCheOne, economyClass=2147483647, confortClass=2147483647, averageSpeed=180))"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_10,b03f3ede,"Order info is: Response(status=1, msg=Success, <*> <*> <*> 22:00:00 CST 2022, <*> noSeat=0, businessSeat=0, firstClassSeat=0, secondClassSeat=0, hardSeat=0, softSeat=0, hardBed=0, softBed=0, highSoftBed=0))",INFO,1,1,2022-07-11 14:59:09.472000+00:00,2022-07-11 14:59:09.472000+00:00,"Order info is: Response(status=1, msg=Success, data=SoldTicket(travelDate=Sat Dec 24 22:00:00 CST 2022, trainNumber=D1345, noSeat=0, businessSeat=0, firstClassSeat=0, secondClassSeat=0, hardSeat=0, softSeat=0, hardBed=0, softBed=0, highSoftBed=0))"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_10,f2b045a7,"Ts-basic-service ticket info is: Response(status=1, msg=Success, data={status=true, percent=1.0, <*> economyClass=2147483647, confortClass=2147483647, <*> <*> <*>",INFO,1,1,2022-07-11 14:59:09.175000+00:00,2022-07-11 14:59:09.175000+00:00,"Ts-basic-service ticket info is: Response(status=1, msg=Success, data={status=true, percent=1.0, trainType={id=DongCheOne, economyClass=2147483647, confortClass=2147483647, averageSpeed=180}, prices={confortClass=50.0, economyClass=22.5}})"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_15,1990d1aa,[Train Service] calculate <*> time: Sat May 04 <*> CST 2013,INFO,2,1,2022-07-11 14:59:13.063000+00:00,2022-07-11 14:59:13.063000+00:00,[Train Service] calculate time���16  time: Sat May 04 07:16:00 CST 2013
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_15,5fd6eaf3,[Calculate Sold Ticket] Get Orders Number: 0,INFO,1,1,2022-07-11 14:59:09.453000+00:00,2022-07-11 14:59:09.453000+00:00,[Calculate Sold Ticket] Get Orders Number: 0
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_15,7a5f3208,[Calculate Sold Tickets] Date: <*> <*> <*> 22:00:00 CST 2022 TrainNumber: <*>,INFO,1,1,2022-07-11 14:59:09.355000+00:00,2022-07-11 14:59:09.355000+00:00,[Calculate Sold Tickets] Date: Sat Dec 24 22:00:00 CST 2022 TrainNumber: D1345
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_17,23d89e09,[Basic Information Service][Query For Station Id] Station Id: <*> <*>,INFO,8,7,2022-07-11 14:59:05.265000+00:00,2022-07-11 14:59:11.954000+00:00,[Basic Information Service][Query For Station Id] Station Id: Shang Hai
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_17,3f75b355,"Query for Station id is: Response(status=1, msg=Success, <*>",INFO,6,1,2022-07-11 14:59:05.576000+00:00,2022-07-11 14:59:12.172000+00:00,"Query for Station id is: Response(status=1, msg=Success, data=shanghai)"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_17,3a21cbd6,[Basic Information Service][Check Station Exists] Station Name: <*> <*>,INFO,2,1,2022-07-11 14:59:07.462000+00:00,2022-07-11 14:59:07.756000+00:00,[Basic Information Service][Check Station Exists] Station Name: Shang Hai
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_3,12826d7a,"Seat request To String: <*> <*> <*> 08:00:00 CST 2022, <*> <*> <*> <*>",INFO,4,3,2022-07-11 14:59:09.960000+00:00,2022-07-11 14:59:12.185000+00:00,"Seat request To String: Seat{travelDate=Sat Dec 24 08:00:00 CST 2022, trainNumber='D1345', startStation='shanghai', destStation='suzhou', seatType=2}"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_3,dd845522,"Left ticket info is empty, seat from date: <*> <*> <*> 08:00:00 CST 2022, train number: <*>",ERROR,2,2,2022-07-11 14:59:10.481000+00:00,2022-07-11 14:59:12.499000+00:00,"Left ticket info is empty, seat from date: Sat Dec 24 08:00:00 CST 2022, train number: D1345"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,725cfd6e,[SeatService <*> The request seat type is <*> and the total num is 2147483647,INFO,2,2,2022-07-11 14:59:10.963000+00:00,2022-07-11 14:59:12.776000+00:00,[SeatService getLeftTicketOfInterval] The request seat type is confortClass and the total num is 2147483647
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,5788ea86,[Travel Service] Query TripResponse,INFO,1,1,2022-07-11 14:59:04.955000+00:00,2022-07-11 14:59:04.955000+00:00,[Travel Service] Query TripResponse
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_36,f779693f,"Routes Response is : Response(status=1, msg=Success, <*> <*> <*> distances=[0, <*> <*> <*>",INFO,5,3,2022-07-11 14:59:06.263000+00:00,2022-07-11 14:59:12.464000+00:00,"Routes Response is : Response(status=1, msg=Success, data={id=aefcef3f-3f42-46e8-afd7-6cb2a928bd3d, stations=[nanjing, shanghai], distances=[0, 250], startStationId=nanjing, terminalStationId=shanghai})"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_36,83833b8d,"Response Resutl to String Response(status=1, msg=Success, <*> <*> <*> <*> firstClassPriceRate=1.0})",INFO,1,1,2022-07-11 14:59:08.856000+00:00,2022-07-11 14:59:08.856000+00:00,"Response Resutl to String Response(status=1, msg=Success, data={id=d5c4523a-827c-468c-95be-e9024a40572e, trainType=DongCheOne, routeId=f3d4d4ef-693b-4456-8eed-59c0d717dd08, basicPriceRate=0.45, firstClassPriceRate=1.0})"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,2501cda6,[Basic Information Service][Query Train Type] Train Type: <*>,INFO,1,1,2022-07-11 14:59:07.960000+00:00,2022-07-11 14:59:07.960000+00:00,[Basic Information Service][Query Train Type] Train Type: DongCheOne
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,315a949e,[Price Service][Find By Route And Train Type] Rote: <*> Train Type: <*>,INFO,1,1,2022-07-11 14:59:08.563000+00:00,2022-07-11 14:59:08.563000+00:00,[Price Service][Find By Route And Train Type] Rote: f3d4d4ef-693b-4456-8eed-59c0d717dd08   Train Type: DongCheOne
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,78162d0c,[Price Service][Find By Route Id And Train Type],INFO,1,1,2022-07-11 14:59:08.657000+00:00,2022-07-11 14:59:08.657000+00:00,[Price Service][Find By Route Id And Train Type]
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,847b8dfd,"[Basic Information Service][Query For Price Config] RouteId: <*> ,TrainType: <*>",INFO,1,1,2022-07-11 14:59:08.455000+00:00,2022-07-11 14:59:08.455000+00:00,"[Basic Information Service][Query For Price Config] RouteId: f3d4d4ef-693b-4456-8eed-59c0d717dd08 ,TrainType: DongCheOne"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,122e0d4b,[Travel Service][Get Route By Id] Route <*>,INFO,7,3,2022-07-11 14:59:05.960000+00:00,2022-07-11 14:59:12.359000+00:00,[Travel Service][Get Route By Id] Route ID���92708982-77af-4318-be25-57ccb0ff69ad
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,d5505cdf,<*> <*> The result of getRouteResult is Success,INFO,2,2,2022-07-11 14:59:10.458000+00:00,2022-07-11 14:59:12.481000+00:00,[SeatService getLeftTicketOfInterval] The result of getRouteResult is Success
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,1344ea20,[Basic Information Service][Get Route By Id] Route <*>,INFO,1,1,2022-07-11 14:59:08.074000+00:00,2022-07-11 14:59:08.074000+00:00,[Basic Information Service][Get Route By Id] Route ID���f3d4d4ef-693b-4456-8eed-59c0d717dd08
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,7cd7c11d,route.getDistances().size : <*>,INFO,1,1,2022-07-11 14:59:09.156000+00:00,2022-07-11 14:59:09.156000+00:00,route.getDistances().size : 2
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,fb0b577e,[Basic Information Service][Get Route By Id] Success.,INFO,1,1,2022-07-11 14:59:08.366000+00:00,2022-07-11 14:59:08.366000+00:00,[Basic Information Service][Get Route By Id] Success.
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,5f986190,Route id: <*>,INFO,8,8,2022-07-11 14:59:05.977000+00:00,2022-07-11 14:59:12.371000+00:00,Route id: 92708982-77af-4318-be25-57ccb0ff69ad
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,d804fac1,"Route is: Route{id='f3d4d4ef-693b-4456-8eed-59c0d717dd08', stations=[shanghai, suzhou], distances=[0, 50], startStationId='shanghai', terminalStationId='suzhou'}",INFO,3,3,2022-07-11 14:59:07.361000+00:00,2022-07-11 14:59:12.468000+00:00,"Route is: Route{id='f3d4d4ef-693b-4456-8eed-59c0d717dd08', stations=[shanghai, suzhou], distances=[0, 50], startStationId='shanghai', terminalStationId='suzhou'}"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,c606810d,"Route is: <*> <*> shanghai], distances=[0, <*> <*> terminalStationId='shanghai'}",INFO,2,1,2022-07-11 14:59:06.267000+00:00,2022-07-11 14:59:07.059000+00:00,"Route is: Route{id='aefcef3f-3f42-46e8-afd7-6cb2a928bd3d', stations=[nanjing, shanghai], distances=[0, 250], startStationId='nanjing', terminalStationId='shanghai'}"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,124fd0e1,"Routes Response is : Response(status=1, msg=Success, data={id=a3f256c1-0e43-4f7d-9c21-121bf258101f, stations=[nanjing, suzhou, shanghai], distances=[0, 200, 250], startStationId=nanjing, terminalStationId=shanghai})",INFO,1,1,2022-07-11 14:59:06.654000+00:00,2022-07-11 14:59:06.654000+00:00,"Routes Response is : Response(status=1, msg=Success, data={id=a3f256c1-0e43-4f7d-9c21-121bf258101f, stations=[nanjing, suzhou, shanghai], distances=[0, 200, 250], startStationId=nanjing, terminalStationId=shanghai})"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,64cdd90f,"Route is: Route{id='92708982-77af-4318-be25-57ccb0ff69ad', stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId='nanjing', terminalStationId='shanghai'}",INFO,1,1,2022-07-11 14:59:06.064000+00:00,2022-07-11 14:59:06.064000+00:00,"Route is: Route{id='92708982-77af-4318-be25-57ccb0ff69ad', stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId='nanjing', terminalStationId='shanghai'}"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,8242e916,"Route is: Route{id='a3f256c1-0e43-4f7d-9c21-121bf258101f', stations=[nanjing, suzhou, shanghai], distances=[0, 200, 250], startStationId='nanjing', terminalStationId='shanghai'}",INFO,1,1,2022-07-11 14:59:06.657000+00:00,2022-07-11 14:59:06.657000+00:00,"Route is: Route{id='a3f256c1-0e43-4f7d-9c21-121bf258101f', stations=[nanjing, suzhou, shanghai], distances=[0, 200, 250], startStationId='nanjing', terminalStationId='shanghai'}"
2022-07-11 14:59:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,8b37b0c1,"Routes Response is : Response(status=1, msg=Success, data={id=92708982-77af-4318-be25-57ccb0ff69ad, stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId=nanjing, terminalStationId=shanghai})",INFO,1,1,2022-07-11 14:59:06.058000+00:00,2022-07-11 14:59:06.058000+00:00,"Routes Response is : Response(status=1, msg=Success, data={id=92708982-77af-4318-be25-57ccb0ff69ad, stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId=nanjing, terminalStationId=shanghai})"
2022-07-11 17:26:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,091395fe,[Order Other Service][Query Order] Get order num: <*>,INFO,1,1,2022-07-11 17:26:51.854000+00:00,2022-07-11 17:26:51.854000+00:00,[Order Other Service][Query Order] Get order num: 1
2022-07-11 17:26:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,209115d5,[Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,INFO,1,1,2022-07-11 17:26:51.756000+00:00,2022-07-11 17:26:51.756000+00:00,[Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
2022-07-11 17:26:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,20d11129,[Query Order][Step 1] Get Orders Number of Account: <*>,INFO,1,1,2022-07-11 17:26:51.551000+00:00,2022-07-11 17:26:51.551000+00:00,[Query Order][Step 1] Get Orders Number of Account: 4
2022-07-11 17:26:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,279bac6f,"[Query Order] Orders don't fit the requirement, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f",WARN,1,1,2022-07-11 17:26:51.551000+00:00,2022-07-11 17:26:51.551000+00:00,"[Query Order] Orders don't fit the requirement, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f"
2022-07-11 17:26:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,8f0e5bb7,[Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,INFO,1,1,2022-07-11 17:26:51.352000+00:00,2022-07-11 17:26:51.352000+00:00,[Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
2022-07-11 17:26:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,f75e9395,[Order Other Service][Query Order][Step 1] Get Orders Number of Account: <*>,INFO,1,1,2022-07-11 17:26:51.853000+00:00,2022-07-11 17:26:51.853000+00:00,[Order Other Service][Query Order][Step 1] Get Orders Number of Account: 1
2022-07-11 17:28:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,7cf6fe4d,Resolved exception caused by handler execution: org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Unexpected character ('/' (code 47)): maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser); nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('/' (code 47)): maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser),WARN,1,1,2022-07-11 17:28:39.450000+00:00,2022-07-11 17:28:39.450000+00:00,Resolved exception caused by handler execution: org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Unexpected character ('/' (code 47)): maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser); nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('/' (code 47)): maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser)
2022-07-11 17:37:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,7600a7f4,"Order not found, OrderId: <*>",ERROR,1,1,2022-07-11 17:37:37.249000+00:00,2022-07-11 17:37:37.249000+00:00,"Order not found, OrderId: 30b756a4-37b5-4a89-9fc6-40db1e1dea3c"
2022-07-13 09:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_3,12826d7a,"Seat request To String: <*> <*> <*> 08:00:00 CST 2022, <*> <*> <*> <*>",INFO,16,12,2022-07-13 09:41:30.163000+00:00,2022-07-13 09:41:56.062000+00:00,"Seat request To String: Seat(travelDate=Wed Jul 13 08:00:00 CST 2022, trainNumber=Z1235, startStation=nanjing, destStation=xuzhou, seatType=2)"
2022-07-13 09:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_3,dd845522,"Left ticket info is empty, seat from date: <*> <*> <*> 08:00:00 CST 2022, train number: <*>",ERROR,4,4,2022-07-13 09:41:41.753000+00:00,2022-07-13 09:41:57.055000+00:00,"Left ticket info is empty, seat from date: Sat Dec 24 08:00:00 CST 2022, train number: D1345"
2022-07-13 09:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,091395fe,[Order Other Service][Query Order] Get order num: <*>,INFO,1,1,2022-07-13 09:51:18.861000+00:00,2022-07-13 09:51:18.861000+00:00,[Order Other Service][Query Order] Get order num: 2
2022-07-13 09:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,209115d5,[Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,INFO,1,1,2022-07-13 09:51:18.763000+00:00,2022-07-13 09:51:18.763000+00:00,[Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
2022-07-13 09:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,20d11129,[Query Order][Step 1] Get Orders Number of Account: <*>,INFO,1,1,2022-07-13 09:51:18.766000+00:00,2022-07-13 09:51:18.766000+00:00,[Query Order][Step 1] Get Orders Number of Account: 3
2022-07-13 09:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,279bac6f,"[Query Order] Orders don't fit the requirement, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f",WARN,1,1,2022-07-13 09:51:18.766000+00:00,2022-07-13 09:51:18.766000+00:00,"[Query Order] Orders don't fit the requirement, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f"
2022-07-13 09:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,8f0e5bb7,[Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,INFO,1,1,2022-07-13 09:51:18.754000+00:00,2022-07-13 09:51:18.754000+00:00,[Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
2022-07-13 09:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,f75e9395,[Order Other Service][Query Order][Step 1] Get Orders Number of Account: <*>,INFO,1,1,2022-07-13 09:51:18.861000+00:00,2022-07-13 09:51:18.861000+00:00,[Order Other Service][Query Order][Step 1] Get Orders Number of Account: 2
2022-07-13 11:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_3,12826d7a,"Seat request To String: <*> <*> <*> 08:00:00 CST 2022, <*> <*> <*> <*>",INFO,2,2,2022-07-13 11:36:11.569000+00:00,2022-07-13 11:36:16.349000+00:00,"Seat request To String: Seat{travelDate=Sat Dec 24 08:00:00 CST 2022, trainNumber='D1345', startStation='shanghai', destStation='suzhou', seatType=2}"
2022-07-13 11:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_3,dd845522,"Left ticket info is empty, seat from date: <*> <*> <*> 08:00:00 CST 2022, train number: <*>",ERROR,1,1,2022-07-13 11:36:21.351000+00:00,2022-07-13 11:36:21.351000+00:00,"Left ticket info is empty, seat from date: Sat Dec 24 08:00:00 CST 2022, train number: D1345"
2022-07-13 11:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,46c6d92e,Span reported: <*> - <*>,INFO,10,5,2022-07-13 11:50:50.952000+00:00,2022-07-13 11:50:57.408000+00:00,Span reported: 887f0c6debf3dfd0:833acb31276a3b2c:8eb807bbf5d21e30:1 - GET
2022-07-13 11:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,726c35ba,Token is not properly constructed: {} io.jsonwebtoken.MalformedJwtException: JWT strings must contain exactly 2 period characters. Found: 0,ERROR,1,1,2022-07-13 11:50:57.037000+00:00,2022-07-13 11:50:57.037000+00:00,Token is not properly constructed: {} io.jsonwebtoken.MalformedJwtException: JWT strings must contain exactly 2 period characters. Found: 0
2022-07-13 11:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,23edadba,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception,ERROR,1,1,2022-07-13 11:50:57.105000+00:00,2022-07-13 11:50:57.105000+00:00,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
