time_window,service_key,analysis_group,log_count,info_count,warn_count,error_count,unique_template_count,unique_reporter_count,error_ratio,warn_ratio
2022-06-30 11:26:00+00:00,train-ticket/ts-auth-service,semantic_cluster_6,8,8,0,0,6,8,0.0,0.0
2022-06-30 11:26:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,19,19,0,0,7,12,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,event_dede275d,3,3,0,0,1,3,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,146,146,0,0,4,68,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_10,11,11,0,0,7,7,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_15,6,6,0,0,5,4,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_16,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_17,20,20,0,0,3,9,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_18,2,2,0,0,2,2,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_19,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_20,18,18,0,0,11,2,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_23,5,5,0,0,5,3,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_25,4,4,0,0,2,4,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_27,2,2,0,0,1,2,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_28,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_3,6,6,0,0,3,4,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,8,8,0,0,5,6,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_36,6,6,0,0,2,6,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_37,8,8,0,0,4,4,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_38,5,5,0,0,5,1,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_5,16,16,0,0,7,11,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,7,7,0,0,3,6,0.0,0.0
2022-06-30 11:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_9,10,10,0,0,2,10,0.0,0.0
2022-06-30 11:31:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,12,12,0,0,3,9,0.0,0.0
2022-06-30 11:31:00+00:00,train-ticket/ts-auth-service,semantic_cluster_14,2,2,0,0,2,1,0.0,0.0
2022-06-30 11:31:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,4,4,0,0,3,1,0.0,0.0
2022-06-30 11:31:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,6,6,0,0,5,4,0.0,0.0
2022-06-30 11:31:00+00:00,train-ticket/ts-auth-service,semantic_cluster_8,2,2,0,0,2,2,0.0,0.0
2022-06-30 11:31:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,14,14,0,0,2,9,0.0,0.0
2022-06-30 11:31:30+00:00,train-ticket/ts-auth-service,semantic_cluster_10,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:31:30+00:00,train-ticket/ts-auth-service,semantic_cluster_7,2,2,0,0,2,2,0.0,0.0
2022-06-30 11:31:30+00:00,train-ticket/ts-auth-service,semantic_cluster_8,2,2,0,0,2,2,0.0,0.0
2022-06-30 11:32:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,30,30,0,0,2,18,0.0,0.0
2022-06-30 11:32:00+00:00,train-ticket/ts-auth-service,semantic_cluster_10,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:00+00:00,train-ticket/ts-auth-service,semantic_cluster_16,13,13,0,0,10,2,0.0,0.0
2022-06-30 11:32:00+00:00,train-ticket/ts-auth-service,semantic_cluster_22,2,2,0,0,2,2,0.0,0.0
2022-06-30 11:32:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,12,12,0,0,5,8,0.0,0.0
2022-06-30 11:32:00+00:00,train-ticket/ts-auth-service,semantic_cluster_7,4,4,0,0,2,4,0.0,0.0
2022-06-30 11:32:00+00:00,train-ticket/ts-auth-service,semantic_cluster_8,3,3,0,0,2,3,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,event_dede275d,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,98,98,0,0,4,55,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_11,4,4,0,0,4,4,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_13,3,3,0,0,3,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_18,3,3,0,0,3,3,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_19,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_21,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_22,20,20,0,0,5,14,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_28,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_3,3,3,0,0,3,2,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,2,2,0,0,1,2,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_36,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_5,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,11,11,0,0,5,8,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_8,1,1,0,0,1,1,0.0,0.0
2022-06-30 11:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-30 12:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_35,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:32:30+00:00,train-ticket/ts-auth-service,semantic_cluster_36,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:33:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:33:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:33:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,2,2,0,0,2,2,0.0,0.0
2022-06-30 12:33:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:33:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:33:00+00:00,train-ticket/ts-auth-service,semantic_cluster_35,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:33:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:33:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:34:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:34:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,21,17,0,4,4,10,0.19047619047619047,0.0
2022-06-30 12:34:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,4,0,0,4,1,4,1.0,0.0
2022-06-30 12:35:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,14,14,0,0,7,7,0.0,0.0
2022-06-30 12:35:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,2,2,0,0,2,2,0.0,0.0
2022-06-30 12:35:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:35:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:35:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,2,2,0,0,2,2,0.0,0.0
2022-06-30 12:35:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:35:30+00:00,train-ticket/ts-auth-service,semantic_cluster_35,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:35:30+00:00,train-ticket/ts-auth-service,semantic_cluster_36,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:36:30+00:00,train-ticket/ts-auth-service,semantic_cluster_2,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:36:30+00:00,train-ticket/ts-auth-service,semantic_cluster_29,11,11,0,0,3,2,0.0,0.0
2022-06-30 12:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_1,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_29,17,17,0,0,4,1,0.0,0.0
2022-06-30 12:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:37:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,3,3,0,0,3,3,0.0,0.0
2022-06-30 12:37:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:37:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,2,2,0,0,2,2,0.0,0.0
2022-06-30 12:37:30+00:00,train-ticket/ts-auth-service,semantic_cluster_35,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:39:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:39:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:39:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,2,2,0,0,2,2,0.0,0.0
2022-06-30 12:39:30+00:00,train-ticket/ts-auth-service,semantic_cluster_31,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:39:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:40:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:40:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:41:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,9,9,0,0,2,2,0.0,0.0
2022-06-30 12:42:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,12,12,0,0,5,5,0.0,0.0
2022-06-30 12:42:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,2,2,0,0,2,2,0.0,0.0
2022-06-30 12:42:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:42:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:42:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:43:00+00:00,train-ticket/ts-auth-service,semantic_cluster_29,27,27,0,0,6,1,0.0,0.0
2022-06-30 12:43:30+00:00,train-ticket/ts-auth-service,semantic_cluster_26,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:43:30+00:00,train-ticket/ts-auth-service,semantic_cluster_29,17,17,0,0,4,1,0.0,0.0
2022-06-30 12:44:00+00:00,train-ticket/ts-auth-service,semantic_cluster_1,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:44:00+00:00,train-ticket/ts-auth-service,semantic_cluster_29,3,3,0,0,1,1,0.0,0.0
2022-06-30 12:44:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:44:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:44:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,4,4,0,0,4,4,0.0,0.0
2022-06-30 12:44:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,3,3,0,0,3,2,0.0,0.0
2022-06-30 12:44:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:45:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,26,26,0,0,2,2,0.0,0.0
2022-06-30 12:45:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:49:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:49:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:49:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,2,2,0,0,2,2,0.0,0.0
2022-06-30 12:49:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:49:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:49:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,4,4,0,0,1,1,0.0,0.0
2022-06-30 12:49:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,8,8,0,0,2,1,0.0,0.0
2022-06-30 12:49:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,8,8,0,0,2,2,0.0,0.0
2022-06-30 12:49:30+00:00,train-ticket/ts-auth-service,semantic_cluster_31,4,4,0,0,1,1,0.0,0.0
2022-06-30 12:49:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,4,4,0,0,1,1,0.0,0.0
2022-06-30 12:49:30+00:00,train-ticket/ts-auth-service,semantic_cluster_35,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:50:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,12,12,0,0,3,4,0.0,0.0
2022-06-30 12:50:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,12,12,0,0,2,1,0.0,0.0
2022-06-30 12:50:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,12,12,0,0,2,2,0.0,0.0
2022-06-30 12:50:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,6,6,0,0,1,1,0.0,0.0
2022-06-30 12:50:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,9,9,0,0,1,2,0.0,0.0
2022-06-30 12:50:00+00:00,train-ticket/ts-auth-service,semantic_cluster_35,3,3,0,0,1,1,0.0,0.0
2022-06-30 12:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,10,10,0,0,3,4,0.0,0.0
2022-06-30 12:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,8,8,0,0,2,1,0.0,0.0
2022-06-30 12:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,8,8,0,0,2,2,0.0,0.0
2022-06-30 12:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_31,4,4,0,0,1,1,0.0,0.0
2022-06-30 12:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,5,5,0,0,1,2,0.0,0.0
2022-06-30 12:50:30+00:00,train-ticket/ts-auth-service,semantic_cluster_35,4,4,0,0,1,1,0.0,0.0
2022-06-30 12:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,33,33,0,0,5,11,0.0,0.0
2022-06-30 12:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,10,10,0,0,2,1,0.0,0.0
2022-06-30 12:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,10,10,0,0,2,2,0.0,0.0
2022-06-30 12:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,5,5,0,0,1,1,0.0,0.0
2022-06-30 12:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,13,13,0,0,1,2,0.0,0.0
2022-06-30 12:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_35,4,4,0,0,1,1,0.0,0.0
2022-06-30 12:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,35,35,0,0,7,11,0.0,0.0
2022-06-30 12:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,6,6,0,0,2,1,0.0,0.0
2022-06-30 12:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,9,9,0,0,4,4,0.0,0.0
2022-06-30 12:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_31,4,4,0,0,2,2,0.0,0.0
2022-06-30 12:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,8,8,0,0,1,2,0.0,0.0
2022-06-30 12:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_35,2,2,0,0,1,1,0.0,0.0
2022-06-30 12:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,88,88,0,0,9,13,0.0,0.0
2022-06-30 12:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,3,3,0,0,2,2,0.0,0.0
2022-06-30 12:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,2,2,0,0,1,1,0.0,0.0
2022-06-30 12:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,6,6,0,0,1,1,0.0,0.0
2022-06-30 12:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:52:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,97,97,0,0,8,9,0.0,0.0
2022-06-30 12:52:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,16,16,0,0,2,2,0.0,0.0
2022-06-30 12:52:30+00:00,train-ticket/ts-auth-service,semantic_cluster_31,7,7,0,0,1,1,0.0,0.0
2022-06-30 12:52:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,2,2,0,0,1,1,0.0,0.0
2022-06-30 12:53:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,147,147,0,0,10,11,0.0,0.0
2022-06-30 12:53:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,10,10,0,0,3,3,0.0,0.0
2022-06-30 12:53:00+00:00,train-ticket/ts-auth-service,semantic_cluster_29,11,11,0,0,6,1,0.0,0.0
2022-06-30 12:53:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,5,5,0,0,1,1,0.0,0.0
2022-06-30 12:53:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,9,9,0,0,1,1,0.0,0.0
2022-06-30 12:53:00+00:00,train-ticket/ts-auth-service,semantic_cluster_35,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:53:00+00:00,train-ticket/ts-auth-service,semantic_cluster_36,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:53:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,99,99,0,0,10,14,0.0,0.0
2022-06-30 12:53:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,17,17,0,0,3,3,0.0,0.0
2022-06-30 12:53:30+00:00,train-ticket/ts-auth-service,semantic_cluster_29,57,57,0,0,9,2,0.0,0.0
2022-06-30 12:53:30+00:00,train-ticket/ts-auth-service,semantic_cluster_31,5,5,0,0,1,1,0.0,0.0
2022-06-30 12:53:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,4,4,0,0,1,1,0.0,0.0
2022-06-30 12:53:30+00:00,train-ticket/ts-auth-service,semantic_cluster_35,5,5,0,0,1,5,0.0,0.0
2022-06-30 12:53:30+00:00,train-ticket/ts-auth-service,semantic_cluster_36,5,5,0,0,1,5,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,53,53,0,0,8,8,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_1,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_2,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,5,5,0,0,3,3,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_29,107,107,0,0,10,3,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_30,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,3,3,0,0,1,1,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,2,2,0,0,1,1,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,4,4,0,0,1,1,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_35,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:54:00+00:00,train-ticket/ts-auth-service,semantic_cluster_36,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,50,50,0,0,10,15,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_1,3,3,0,0,3,1,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,6,6,0,0,3,2,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_2,6,6,0,0,6,1,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,7,7,0,0,2,2,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_29,168,168,0,0,10,3,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_30,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_31,3,3,0,0,1,1,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,2,2,0,0,1,1,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,3,3,0,0,1,1,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_35,6,6,0,0,1,6,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_36,6,6,0,0,1,6,0.0,0.0
2022-06-30 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_39,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,57,57,0,0,7,8,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_1,3,3,0,0,3,1,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,3,3,0,0,3,2,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_2,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,4,4,0,0,3,3,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_26,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_29,159,159,0,0,10,3,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_30,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,5,5,0,0,1,1,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_32,5,5,0,0,1,1,0.0,0.0
2022-06-30 12:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_39,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,101,101,0,0,7,8,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_1,3,3,0,0,3,1,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,15,15,0,0,3,2,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,7,7,0,0,2,2,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_26,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_29,123,123,0,0,10,3,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_30,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_31,2,2,0,0,1,1,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_32,5,5,0,0,1,1,0.0,0.0
2022-06-30 12:55:30+00:00,train-ticket/ts-auth-service,semantic_cluster_39,1,1,0,0,1,1,0.0,0.0
2022-06-30 12:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,100,100,0,0,6,10,0.0,0.0
2022-06-30 12:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_1,3,3,0,0,3,1,0.0,0.0
2022-06-30 12:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,14,14,0,0,3,2,0.0,0.0
2022-06-30 12:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_2,2,2,0,0,2,1,0.0,0.0
2022-06-30 12:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,11,11,0,0,2,2,0.0,0.0
2022-06-30 12:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_29,92,92,0,0,10,3,0.0,0.0
2022-06-30 12:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,6,6,0,0,1,1,0.0,0.0
